time(s),ax(g),ay(g),az(g),wx(deg/s),wy(deg/s),wz(deg/s),label_guodu,label_start
211.13,-0.4287,-0.249,1.2314,6.0425,-19.2871,-112.915,0,0
211.135,-0.4302,-0.2437,1.2412,6.7139,-8.4839,-108.6426,0,0
211.14,-0.4326,-0.2344,1.2324,7.8735,1.2207,-104.3091,0,0
211.145,-0.4282,-0.229,1.2222,8.9722,10.9863,-100.0977,0,0
211.15,-0.4194,-0.2207,1.2095,10.1318,21.1792,-95.5811,0,0
211.155,-0.4146,-0.2158,1.1904,10.8643,32.1045,-91.3086,0,0
211.16,-0.4067,-0.2041,1.1572,11.7188,40.7715,-87.2192,0,0
211.165,-0.3916,-0.1924,1.1289,12.207,48.9502,-83.1909,0,0
211.17,-0.374,-0.1807,1.0928,12.085,57.1899,-79.6509,0,0
211.175,-0.3613,-0.1621,1.0537,11.7188,64.5142,-76.4771,0,0
211.18,-0.3491,-0.1489,1.0132,11.0474,70.2515,-73.7915,0,0
211.185,-0.3345,-0.1372,0.9707,10.0098,74.3408,-71.7773,0,0
211.19,-0.3237,-0.1279,0.9248,8.4839,77.3926,-69.7632,0,0
211.195,-0.3159,-0.1274,0.876,6.4087,78.7964,-67.9932,0,0
211.2,-0.3174,-0.1265,0.8218,4.3335,77.6978,-66.2231,0,0
211.205,-0.3149,-0.124,0.7749,2.3193,73.9746,-64.6973,0,0
211.21,-0.3193,-0.1226,0.7295,0.061,68.5425,-63.4155,0,0
211.215,-0.3276,-0.1182,0.6963,-2.1362,60.791,-61.9507,0,0
211.22,-0.334,-0.1138,0.6768,-4.1504,51.2695,-60.3638,0,0
211.225,-0.3433,-0.1172,0.6812,-6.0425,41.1377,-58.4106,0,0
211.23,-0.3477,-0.1265,0.7007,-7.6904,31.0669,-55.9082,0,0
211.235,-0.3511,-0.1333,0.7305,-8.606,21.2402,-52.7954,0,0
211.24,-0.3516,-0.1357,0.7671,-9.0332,12.207,-49.4385,0,0
211.245,-0.3438,-0.1382,0.8081,-9.3384,4.3335,-45.2271,0,0
211.25,-0.332,-0.1362,0.8501,-9.4604,-1.4648,-40.9546,0,0
211.255,-0.3179,-0.1357,0.894,-8.9111,-5.6152,-36.6821,0,0
211.26,-0.2993,-0.1377,0.9341,-8.3618,-8.8501,-32.4707,0,0
211.265,-0.2793,-0.1328,0.9658,-7.6904,-10.1929,-28.3203,0,0
211.27,-0.2559,-0.1284,0.9937,-6.958,-9.8267,-24.353,0,0
211.275,-0.23,-0.1187,1.0146,-6.4697,-8.606,-20.813,0,0
211.28,-0.2046,-0.1099,1.0366,-6.2866,-6.1646,-17.4561,0,0
211.285,-0.1782,-0.104,1.0537,-6.4087,-2.3193,-14.7705,0,0
211.29,-0.1533,-0.0967,1.0708,-6.8359,2.1973,-12.4512,0,0
211.295,-0.1328,-0.0947,1.084,-7.3242,7.5684,-10.5591,0,0
211.3,-0.1104,-0.0933,1.0952,-8.4229,13.855,-8.9111,0,0
211.305,-0.0928,-0.0879,1.0947,-9.8267,20.6299,-7.8735,0,0
211.31,-0.0771,-0.0791,1.0991,-11.5356,27.771,-6.6528,0,0
211.315,-0.0615,-0.0796,1.1001,-13.3057,34.5459,-6.1646,0,0
211.32,-0.0493,-0.0806,1.0972,-14.6484,41.0767,-5.6152,0,0
211.325,-0.0386,-0.0811,1.0923,-16.0522,47.3633,-5.6763,0,0
211.33,-0.0366,-0.083,1.082,-16.9678,52.5513,-5.6152,0,0
211.335,-0.0439,-0.0874,1.0625,-17.7002,56.3965,-5.5542,0,0
211.34,-0.0522,-0.0889,1.0327,-17.5781,58.5327,-5.127,0,0
211.345,-0.0645,-0.0986,1.0015,-17.5781,58.5327,-4.2725,0,0
211.35,-0.0786,-0.104,0.9766,-17.2729,57.312,-3.2959,0,0
211.355,-0.0952,-0.1089,0.9619,-17.1509,54.8706,-1.8921,0,0
211.36,-0.1104,-0.123,0.9507,-16.3574,50.7813,-0.061,0,0
211.365,-0.124,-0.1245,0.9507,-15.625,45.7764,2.4414,0,0
211.37,-0.1274,-0.1245,0.9551,-14.8926,41.0156,5.3711,0,0
211.375,-0.1343,-0.1255,0.959,-14.0991,36.1328,8.728,0,0
211.38,-0.1377,-0.1328,0.96,-13.4888,30.8838,12.207,0,0
211.385,-0.1255,-0.1367,0.9648,-12.4512,25.6348,15.7471,0,0
211.39,-0.1147,-0.1362,0.9722,-11.5967,20.6299,19.165,0,0
211.395,-0.0972,-0.1309,0.9717,-10.8643,15.9912,22.0337,0,0
211.4,-0.0791,-0.1206,0.979,-10.1929,11.2915,24.353,0,0
211.405,-0.0571,-0.1113,0.9897,-9.7656,7.1411,26.1841,0,0
211.41,-0.0371,-0.1045,1.0005,-9.6436,4.0283,27.5879,0,0
211.415,-0.0205,-0.1021,1.0127,-9.3994,1.4038,28.5034,0,0
211.42,-0.0049,-0.1064,1.022,-9.3384,-1.0376,29.2358,0,0
211.425,0.0107,-0.1089,1.0303,-9.1553,-2.8687,29.7241,0,0
211.43,0.0239,-0.1089,1.0342,-9.3994,-4.3335,30.1514,0,0
211.435,0.0366,-0.1069,1.0381,-9.5215,-5.3711,30.2734,0,0
211.44,0.0493,-0.105,1.043,-9.7046,-6.4697,30.3345,0,0
211.445,0.061,-0.1021,1.0444,-9.7656,-7.5684,30.2124,0,0
211.45,0.0693,-0.1021,1.0483,-9.8877,-8.3008,30.1514,0,0
211.455,0.0786,-0.1025,1.0527,-9.7656,-8.8501,29.7852,0,0
211.46,0.0825,-0.1055,1.0581,-9.5215,-9.5825,29.7241,0,0
211.465,0.0879,-0.1084,1.0635,-9.4604,-10.0708,29.48,0,0
211.47,0.0962,-0.1099,1.0708,-9.0942,-10.376,29.541,0,0
211.475,0.1021,-0.1074,1.0732,-8.4229,-10.2539,29.4189,0,0
211.48,0.1064,-0.1025,1.0771,-7.7515,-10.5591,29.541,0,0
211.485,0.1138,-0.0957,1.0815,-7.0801,-10.498,29.2358,0,0
211.49,0.1216,-0.0918,1.083,-6.1646,-10.0708,29.0527,0,0
211.495,0.126,-0.0913,1.0825,-5.3711,-9.8267,28.7476,0,0
211.5,0.1323,-0.0864,1.0806,-4.0894,-9.3384,28.5034,0,0
211.505,0.1382,-0.0874,1.0801,-3.1738,-8.8501,28.1982,0,0
211.51,0.1445,-0.084,1.0762,-2.1973,-8.0566,27.5269,0,0
211.515,0.147,-0.0854,1.0674,-1.3428,-7.5684,26.9775,0,0
211.52,0.1504,-0.085,1.062,-0.7324,-7.3853,26.062,0,0
211.525,0.1548,-0.0806,1.0522,-0.061,-7.0801,25.2686,0,0
211.53,0.1567,-0.0786,1.043,0.6104,-6.958,24.292,0,0
211.535,0.1592,-0.0781,1.0337,0.7935,-7.019,23.4375,0,0
211.54,0.1626,-0.0767,1.0298,1.1597,-7.3242,22.644,0,0
211.545,0.167,-0.0762,1.0298,1.2817,-7.3242,21.6675,0,0
211.55,0.1724,-0.0762,1.0293,1.6479,-7.4463,20.5078,0,0
211.555,0.1792,-0.0723,1.0264,1.8921,-7.3853,19.2261,0,0
211.56,0.1812,-0.0708,1.0269,1.9531,-7.3853,17.9443,0,0
211.565,0.1826,-0.0698,1.0293,1.8311,-6.7139,16.4185,0,0
211.57,0.1797,-0.0698,1.0264,1.8921,-6.3477,15.1978,0,0
211.575,0.1777,-0.0747,1.0254,1.9531,-5.5542,13.7939,0,0
211.58,0.1768,-0.0698,1.0269,1.77,-4.8218,12.3901,0,0
211.585,0.1787,-0.0708,1.0322,1.8921,-3.9673,11.0474,0,0
211.59,0.1753,-0.0684,1.0327,2.3193,-2.7466,9.5825,0,0
211.595,0.1733,-0.0674,1.0342,2.6855,-1.709,8.3008,0,0
211.6,0.1709,-0.0659,1.0317,3.418,-0.7324,6.7749,0,0
211.605,0.1699,-0.0596,1.0249,3.7842,0.5493,5.249,0,0
211.61,0.1636,-0.0601,1.019,4.0283,1.5869,3.9063,0,0
211.615,0.1621,-0.0586,1.021,4.3335,2.3804,2.5024,0,0
211.62,0.1538,-0.0615,1.0166,4.6387,3.3569,0.9155,0,0
211.625,0.147,-0.0654,1.0151,5.3711,3.8452,-0.1831,0,0
211.63,0.1362,-0.0688,1.0093,5.9204,4.1504,-1.4038,0,0
211.635,0.1304,-0.0718,1.0034,6.2256,4.5166,-2.1973,0,0
211.64,0.124,-0.0732,0.9937,6.2866,4.8828,-2.7466,0,0
211.645,0.1177,-0.0752,0.9912,6.2866,5.127,-3.2959,0,0
211.65,0.1157,-0.0776,0.9907,5.7983,5.4321,-3.9673,0,0
211.655,0.105,-0.084,0.9863,5.3711,5.7373,-4.7607,0,0
211.66,0.0967,-0.0879,0.9873,5.0659,6.1035,-5.249,0,0
211.665,0.0854,-0.0884,0.9868,4.6997,6.6528,-5.5542,0,0
211.67,0.0723,-0.0874,0.9858,4.3335,7.1411,-5.6763,0,0
211.675,0.0654,-0.0933,0.9834,4.0894,7.6294,-5.6152,0,0
211.68,0.0581,-0.0894,0.9849,3.6011,8.2397,-5.0049,0,0
211.685,0.0518,-0.0938,0.9736,3.1738,8.606,-4.6387,0,0
211.69,0.0479,-0.0938,0.9668,2.8076,8.667,-3.9673,0,0
211.695,0.0493,-0.0903,0.9604,2.5024,8.7891,-3.7842,0,0
211.7,0.0479,-0.0903,0.9536,2.0142,8.667,-3.6011,0,0
211.705,0.0464,-0.0874,0.9497,1.5869,8.4229,-3.54,0,0
211.71,0.0444,-0.0874,0.9468,1.1597,7.9956,-3.6011,0,0
211.715,0.0405,-0.0859,0.9546,0.4883,7.8735,-3.6011,0,0
211.72,0.0376,-0.0884,0.958,0.1221,7.6904,-3.2349,0,0
211.725,0.0371,-0.0923,0.96,-0.1831,7.5684,-3.1128,0,0
211.73,0.0376,-0.0908,0.9595,-0.2441,6.897,-2.6855,0,0
211.735,0.04,-0.0923,0.957,-0.3052,6.6528,-2.8076,0,0
211.74,0.0386,-0.0933,0.958,-0.4272,5.9814,-3.0518,0,0
211.745,0.0366,-0.0938,0.9541,-0.2441,5.188,-3.2959,0,0
211.75,0.0342,-0.0952,0.9517,0,4.0283,-3.6011,0,0
211.755,0.0273,-0.0947,0.9463,0,2.7466,-3.9063,0,0
211.76,0.022,-0.0938,0.9463,0.1221,1.6479,-3.8452,0,0
211.765,0.0195,-0.0947,0.9419,0.3052,0.2441,-3.8452,0,0
211.77,0.0137,-0.0938,0.9458,0.3662,-0.7324,-3.7842,0,0
211.775,0.0146,-0.0933,0.9507,0.3052,-1.6479,-3.479,0,0
211.78,0.0146,-0.0952,0.9629,0.3662,-2.1362,-3.1738,0,0
211.785,0.0137,-0.0962,0.9697,0.4883,-2.3193,-2.9297,0,0
211.79,0.0112,-0.0947,0.9722,0.4883,-2.0142,-2.6855,0,0
211.795,0.0088,-0.0947,0.9741,0.3662,-1.4648,-2.3193,0,0
211.8,0.0078,-0.0918,0.9741,0,-0.5493,-1.5259,0,0
211.805,0.0083,-0.0947,0.9727,-0.3052,0.3052,-0.8545,0,0
211.81,0.0083,-0.0972,0.9736,-0.9155,1.3428,-0.3662,0,0
211.815,0.0093,-0.0977,0.9731,-1.2207,2.2583,0,0,0
211.82,0.0103,-0.0947,0.9736,-1.5259,3.2959,0.6104,0,0
211.825,0.0093,-0.0908,0.9658,-1.8921,4.0894,0.8545,0,0
211.83,0.0078,-0.0913,0.958,-2.4414,4.5166,1.2207,0,0
211.835,0.0103,-0.0889,0.9497,-3.0518,4.8218,1.3428,0,0
211.84,0.0093,-0.0884,0.9434,-3.8452,4.9438,1.4038,0,0
211.845,0.0098,-0.0879,0.9414,-4.3945,4.7607,1.3428,0,0
211.85,0.0132,-0.0874,0.9414,-5.0659,4.4556,1.2817,0,0
211.855,0.0127,-0.0889,0.9463,-5.6152,4.3335,1.3428,0,0
211.86,0.0112,-0.0903,0.9512,-6.3477,4.1504,1.1597,0,0
211.865,0.0122,-0.0962,0.9624,-6.897,4.0894,1.5259,0,0
211.87,0.0142,-0.0996,0.9707,-7.5073,4.4556,1.5869,0,0
211.875,0.0132,-0.103,0.9805,-7.9346,5.127,1.8921,0,0
211.88,0.0137,-0.1064,0.9883,-8.1787,5.6763,2.2583,0,0
211.885,0.0132,-0.1016,0.9932,-8.4229,6.5918,2.5024,0,0
211.89,0.0161,-0.1055,1.001,-8.5449,7.6294,2.9907,0,0
211.895,0.0151,-0.1074,1.0054,-8.4229,8.606,3.3569,0,0
211.9,0.0132,-0.1157,1.0024,-8.4229,9.7046,4.0894,0,0
211.905,0.0156,-0.1172,0.9976,-7.9346,10.376,4.6387,0,0
211.91,0.0151,-0.1191,0.9917,-7.8735,10.9863,5.0049,0,0
211.915,0.0171,-0.1143,0.9775,-7.6904,11.1694,5.3711,0,0
211.92,0.0166,-0.106,0.9653,-7.6904,10.7422,5.4321,0,0
211.925,0.0156,-0.1021,0.957,-7.9346,9.8267,5.4932,0,0
211.93,0.0146,-0.1035,0.9478,-8.0566,8.4229,5.6763,0,0
211.935,0.0142,-0.1074,0.9448,-8.0566,6.7139,5.7983,0,0
211.94,0.0156,-0.1104,0.9443,-7.9346,4.6387,5.7983,0,0
211.945,0.0171,-0.1147,0.9463,-7.7515,2.5635,5.7983,0,0
211.95,0.0161,-0.1138,0.9531,-7.5073,0.4272,5.6152,0,0
211.955,0.0195,-0.1162,0.9551,-7.2632,-1.5869,5.7373,0,0
211.96,0.02,-0.1147,0.9629,-6.958,-3.418,5.7983,0,0
211.965,0.022,-0.1152,0.9688,-6.897,-5.0049,5.9204,0,0
211.97,0.0249,-0.1157,0.9751,-6.6528,-6.2256,6.0425,0,0
211.975,0.0249,-0.1167,0.9858,-6.3477,-7.019,6.1646,0,0
211.98,0.0273,-0.1172,0.9941,-6.0425,-7.5684,6.2256,0,0
211.985,0.0322,-0.1143,1.001,-6.0425,-7.6904,6.3477,0,0
211.99,0.0342,-0.1118,1.0093,-5.8594,-7.6294,6.2866,0,0
211.995,0.0386,-0.1108,1.0142,-5.4932,-7.019,6.2256,0,0
212,0.0415,-0.1104,1.0166,-5.249,-6.2256,6.0425,0,0
212.005,0.0425,-0.1104,1.0156,-4.8828,-5.4321,5.8594,0,0
212.01,0.0415,-0.1104,1.0112,-4.6387,-4.8218,5.6763,0,0
212.015,0.043,-0.1074,1.0137,-4.5166,-3.9063,5.6763,0,0
212.02,0.0415,-0.104,1.0171,-4.5776,-2.7466,5.6152,0,0
212.025,0.0415,-0.104,1.0278,-4.4556,-1.3428,5.3711,0,0
212.03,0.0396,-0.1064,1.0342,-4.1504,0,5.249,0,0
212.035,0.0371,-0.1133,1.0332,-3.7842,1.2817,5.249,0,0
212.04,0.0391,-0.1147,1.0269,-3.2349,2.3804,5.3711,0,0
212.045,0.0366,-0.1113,1.0181,-3.2349,3.54,5.4932,0,0
212.05,0.0405,-0.106,1.0015,-2.9907,4.0283,5.7373,0,0
212.055,0.0415,-0.1064,0.9917,-3.0518,3.9673,5.6763,0,0
212.06,0.0435,-0.105,0.9863,-3.1128,3.3569,5.6152,0,0
212.065,0.0474,-0.1074,0.9785,-3.2959,2.6855,5.5542,0,0
212.07,0.0488,-0.105,0.9751,-3.2349,1.8921,5.249,0,0
212.075,0.0488,-0.1069,0.98,-3.418,0.9155,4.8218,0,0
212.08,0.0474,-0.1084,0.9849,-3.418,0.061,4.3945,0,0
212.085,0.0449,-0.1128,0.9888,-3.2959,-0.6104,4.3335,0,0
212.09,0.0439,-0.1133,0.9941,-3.1128,-1.2207,3.9673,0,0
212.095,0.0459,-0.1123,0.998,-2.8076,-1.8921,3.7842,0,0
212.1,0.0449,-0.1094,1.0063,-2.3804,-2.0752,3.479,0,0
212.105,0.0464,-0.1123,1.0112,-2.1362,-2.1973,3.418,0,0
212.11,0.0474,-0.1138,1.0161,-1.5259,-2.1973,3.1738,0,0
212.115,0.0454,-0.1177,1.0176,-1.0376,-2.1973,3.1738,0,0
212.12,0.0435,-0.1196,1.02,-0.4883,-1.8921,2.8687,0,0
212.125,0.0435,-0.1196,1.0161,0,-1.77,2.9297,0,0
212.13,0.043,-0.1187,1.0156,0.6104,-1.5259,3.0518,0,0
212.135,0.0444,-0.1172,1.0127,0.8545,-1.2817,3.0518,0,0
212.14,0.043,-0.1187,1.0093,1.2817,-1.1597,2.8687,0,0
212.145,0.043,-0.1211,1.0039,1.4038,-1.0986,2.8687,0,0
212.15,0.042,-0.124,0.9966,1.4648,-0.9155,2.8076,0,0
212.155,0.042,-0.1206,0.9883,1.3428,-0.9766,2.9907,0,0
212.16,0.0459,-0.1182,0.9805,1.0986,-1.2817,2.8687,0,0
212.165,0.0435,-0.1162,0.9785,0.8545,-1.77,2.7466,0,0
212.17,0.0449,-0.1147,0.9775,0.2441,-2.1362,2.5635,0,0
212.175,0.0454,-0.1187,0.9819,0.1831,-2.6855,2.3804,0,0
212.18,0.0449,-0.123,0.9829,0.2441,-3.1128,2.1973,0,0
212.185,0.0479,-0.124,0.9868,0.3052,-3.479,1.8311,0,0
212.19,0.0449,-0.123,0.9912,0.3662,-3.8452,1.5869,0,0
212.195,0.0464,-0.1221,0.9951,0.4883,-3.9063,1.2207,0,0
212.2,0.0439,-0.1226,1.0005,0.7324,-3.9673,1.0376,0,0
212.205,0.0405,-0.127,1.0039,0.9766,-3.9063,0.8545,0,0
212.21,0.0391,-0.1289,1.0044,1.2207,-3.479,0.9155,0,0
212.215,0.0337,-0.1313,1.0039,1.3428,-3.1738,1.0376,0,0
212.22,0.0327,-0.1299,1.002,1.6479,-2.8687,1.2207,0,0
212.225,0.0317,-0.1313,0.9966,1.8311,-2.4414,1.6479,0,0
212.23,0.0308,-0.1255,0.9951,1.8921,-2.3193,1.8311,0,0
212.235,0.0347,-0.1206,0.9893,2.0142,-2.2583,2.0752,0,0
212.24,0.0391,-0.1216,0.9844,2.1973,-2.1973,2.3193,0,0
212.245,0.0396,-0.1196,0.9839,1.9531,-2.0142,2.3193,0,0
212.25,0.043,-0.1162,0.981,1.9531,-1.9531,2.5635,0,0
212.255,0.0425,-0.1157,0.9761,1.9531,-2.1973,2.5635,0,0
212.26,0.0479,-0.1143,0.9727,1.8311,-2.5024,2.2583,0,0
212.265,0.0479,-0.1104,0.9678,1.6479,-2.6855,2.0142,0,0
212.27,0.0479,-0.1094,0.96,1.4038,-3.54,1.6479,0,0
212.275,0.0503,-0.1064,0.9561,1.1597,-4.3335,0.9766,0,0
212.28,0.0503,-0.0991,0.9526,1.0986,-5.3711,0.6104,0,0
212.285,0.0479,-0.1001,0.9556,0.9155,-6.1035,0,0,0
212.29,0.0469,-0.105,0.9585,0.4272,-7.0801,-0.2441,0,0
212.295,0.0435,-0.1064,0.9673,0.2441,-7.7515,-0.7324,0,0
212.3,0.042,-0.1045,0.9771,0.061,-7.8125,-1.2817,0,0
212.305,0.0386,-0.105,0.9893,0,-7.6904,-1.1597,0,0
212.31,0.0347,-0.1055,0.9961,0,-7.4463,-1.5259,0,0
212.315,0.0327,-0.1133,1.0034,0,-6.6528,-1.4038,0,0
212.32,0.0337,-0.1128,1.0132,0.1831,-5.5542,-1.0986,0,0
212.325,0.0308,-0.1118,1.0171,0.3662,-4.0894,-0.8545,0,0
212.33,0.0303,-0.1118,1.0215,0.3662,-2.5635,-0.5493,0,0
212.335,0.0293,-0.1108,1.0176,0.6104,-1.1597,-0.1831,0,0
212.34,0.0288,-0.1069,1.0137,0.6104,0.3052,0,0,0
212.345,0.0273,-0.1089,1.0049,0.5493,1.5259,0.4272,0,0
212.35,0.0269,-0.1099,0.9941,0.4272,2.5635,0.8545,0,0
212.355,0.0249,-0.1104,0.9854,0.2441,3.2349,0.9766,0,0
212.36,0.0264,-0.1089,0.9731,0,3.479,1.4648,0,0
212.365,0.0254,-0.1064,0.9678,-0.1831,3.479,1.5869,0,0
212.37,0.0298,-0.106,0.9634,-0.5493,3.1128,1.6479,0,0
212.375,0.0313,-0.1074,0.9688,-0.8545,2.6245,1.709,0,0
212.38,0.0298,-0.1094,0.9707,-1.0376,2.0752,1.3428,0,0
212.385,0.0322,-0.1104,0.9741,-1.0986,1.5259,1.2207,0,0
212.39,0.0313,-0.1108,0.978,-0.9766,1.0376,0.9766,0,0
212.395,0.0313,-0.1113,0.98,-0.9766,0.6104,0.7935,0,0
212.4,0.0259,-0.1104,0.9834,-0.4272,0.1831,0.6714,0,0
212.405,0.0239,-0.1152,0.9839,-0.3052,-0.3052,0.6104,0,0
212.41,0.022,-0.1157,0.98,0,-0.9155,0.6104,0,0
212.415,0.021,-0.1177,0.98,0.3662,-1.3428,0.8545,0,0
212.42,0.0156,-0.1177,0.9771,0.4883,-1.9531,1.0376,0,0
212.425,0.0161,-0.1187,0.9702,0.6714,-2.6245,1.4648,0,0
212.43,0.0132,-0.1182,0.9648,0.6104,-3.418,1.77,0,0
212.435,0.0132,-0.1187,0.9639,0.4883,-3.8452,2.2583,0,0
212.44,0.0156,-0.1191,0.9648,0,-4.5776,2.7466,0,0
212.445,0.0161,-0.1211,0.9653,-0.1221,-5.0659,3.3569,0,0
212.45,0.021,-0.1167,0.9712,-0.6104,-5.3101,3.54,0,0
212.455,0.0254,-0.1172,0.9766,-0.9155,-5.3101,3.9063,0,0
212.46,0.0234,-0.1147,0.9775,-1.0986,-5.0049,4.0894,0,0
212.465,0.0249,-0.1157,0.979,-1.5259,-4.7607,4.3335,0,0
212.47,0.0264,-0.1162,0.9858,-1.9531,-4.1504,4.5776,0,0
212.475,0.0264,-0.1138,0.9858,-2.3804,-3.54,4.8218,0,0
212.48,0.0249,-0.1157,0.9883,-2.5024,-2.8687,5.127,0,0
212.485,0.0269,-0.1147,0.9873,-2.6245,-2.5635,5.188,0,0
212.49,0.0332,-0.1152,0.9917,-2.6855,-1.77,5.249,0,0
212.495,0.0332,-0.1162,0.9985,-2.5635,-1.2207,5.3101,0,0
212.5,0.0303,-0.1167,0.998,-2.4414,-0.8545,5.188,0,0
212.505,0.0347,-0.1138,0.998,-2.1973,-0.5493,5.249,0,0
212.51,0.0366,-0.1177,0.9976,-1.9531,-0.4272,5.127,0,0
212.515,0.0396,-0.1147,0.9976,-1.77,-0.061,5.0049,0,0
212.52,0.042,-0.1157,0.9951,-1.4038,-0.2441,4.6387,0,0
212.525,0.0439,-0.1182,0.9932,-1.0376,-0.3662,4.3945,0,0
212.53,0.042,-0.1191,0.9927,-0.8545,-0.3662,4.2725,0,0
212.535,0.0439,-0.1216,0.9917,-0.9155,-0.6714,3.8452,0,0
212.54,0.0435,-0.1216,0.9922,-0.6714,-1.0376,3.7842,0,0
212.545,0.0396,-0.125,0.998,-0.6104,-1.1597,3.9063,0,0
212.55,0.0386,-0.1294,0.9932,-0.4272,-1.4648,4.0283,0,0
212.555,0.0347,-0.1299,0.9912,-0.3662,-1.6479,4.3335,0,0
212.56,0.0337,-0.1313,0.9907,-0.3052,-1.8311,4.4556,0,0
212.565,0.0327,-0.1289,0.9937,-0.3052,-1.8921,4.8828,0,0
212.57,0.0342,-0.1274,0.9946,-0.061,-1.9531,5.5542,0,0
212.575,0.0337,-0.1265,0.9927,0,-2.1973,5.9204,0,0
212.58,0.0361,-0.1211,0.9863,0.1831,-2.4414,6.4087,0,0
212.585,0.0391,-0.1216,0.9814,0.1221,-2.9297,6.5918,0,0
212.59,0.0396,-0.1206,0.9766,0.3052,-3.3569,6.8359,0,0
212.595,0.0464,-0.1147,0.9746,0.3052,-4.1504,6.8359,0,0
212.6,0.0498,-0.1104,0.978,0.2441,-4.7607,6.5918,0,0
212.605,0.0537,-0.1099,0.979,0.3052,-5.188,6.5308,0,0
212.61,0.0576,-0.1089,0.9814,0.2441,-5.6152,6.1646,0,0
212.615,0.061,-0.1099,0.9819,0.061,-5.7983,5.7373,0,0
212.62,0.0615,-0.1113,0.9858,-0.2441,-5.7373,5.6152,0,0
212.625,0.062,-0.1128,0.9946,-0.3662,-5.4321,5.0659,0,0
212.63,0.0635,-0.1108,1,-0.3662,-5.3101,4.7607,0,0
212.635,0.0659,-0.1162,1.0029,-0.3662,-5.0659,4.3335,0,0
212.64,0.0654,-0.1172,1.0024,-0.1831,-4.6997,4.0894,0,0
212.645,0.0645,-0.1187,1.002,0,-4.3945,3.8452,0,0
212.65,0.0605,-0.1196,0.9995,0.1221,-4.3945,3.7231,0,0
212.655,0.062,-0.1187,0.9927,0.3662,-4.2725,3.6011,0,0
212.66,0.0596,-0.1152,0.9897,0.6104,-4.3945,3.7231,0,0
212.665,0.0615,-0.1172,0.9858,0.4883,-4.6997,3.54,0,0
212.67,0.063,-0.1143,0.9868,0.7324,-4.8218,3.6621,0,0
212.675,0.0605,-0.1152,0.9897,0.8545,-4.6997,3.54,0,0
212.68,0.0625,-0.1177,0.9937,0.9155,-4.8218,3.418,0,0
212.685,0.0625,-0.1206,0.9941,1.0986,-4.5776,3.2959,0,0
212.69,0.0659,-0.1235,0.9902,1.2207,-4.3335,3.3569,0,0
212.695,0.0664,-0.1216,0.9844,1.0376,-3.9063,3.3569,0,0
212.7,0.0664,-0.1167,0.9805,0.6714,-3.6621,3.3569,0,0
212.705,0.0713,-0.1182,0.9829,0.5493,-3.6011,3.418,0,0
212.71,0.0728,-0.1187,0.9858,0.3662,-3.3569,3.1128,0,0
212.715,0.0732,-0.1187,0.9863,0.1221,-3.3569,2.8687,0,0
212.72,0.0742,-0.1167,0.9888,0.1221,-3.2349,2.6855,0,0
212.725,0.0781,-0.1191,0.9941,0,-2.8687,2.2583,0,0
212.73,0.0767,-0.1162,0.999,-0.1221,-2.4414,2.0752,0,0
212.735,0.0757,-0.1152,1.0068,0.1831,-1.8311,1.8311,0,0
212.74,0.0742,-0.1147,1.0107,0.4883,-1.2817,1.4648,0,0
212.745,0.0723,-0.1172,1.0112,0.9766,-0.5493,1.3428,0,0
212.75,0.0698,-0.1206,1.0044,1.2817,0,1.0986,0,0
212.755,0.0669,-0.1191,1.0005,1.8311,0.3052,1.1597,0,0
212.76,0.0664,-0.1128,0.9858,2.0142,0.3662,1.1597,0,0
212.765,0.0649,-0.1123,0.9727,2.0752,0.1831,0.9155,0,0
212.77,0.064,-0.1123,0.9668,2.0752,-0.1831,0.6714,0,0
212.775,0.062,-0.1162,0.9604,1.4648,-0.6104,0.6714,0,0
212.78,0.0615,-0.1147,0.9653,1.2207,-1.0376,0.4883,0,0
212.785,0.061,-0.1152,0.9683,0.6714,-1.4648,0.6714,0,0
212.79,0.061,-0.1152,0.9707,0.3662,-1.77,0.4883,0,0
212.795,0.0635,-0.1152,0.9741,0.061,-1.8921,0.6714,0,0
212.8,0.061,-0.1133,0.981,-0.3052,-1.77,0.6104,0,0
212.805,0.0601,-0.1128,0.9863,-0.6104,-1.709,0.4883,0,0
212.81,0.061,-0.1147,0.9907,-0.4883,-1.5259,0.5493,0,0
212.815,0.0605,-0.1152,0.9932,-0.6714,-1.2207,0.3052,0,0
212.82,0.0605,-0.1133,0.9966,-0.6104,-0.8545,0.1831,0,0
212.825,0.0586,-0.1138,0.9961,-0.4883,-0.4883,0.3052,0,0
212.83,0.0566,-0.1123,0.9893,-0.6104,-0.1831,0.1831,0,0
212.835,0.0532,-0.1138,0.9829,-0.3662,-0.061,0.3052,0,0
212.84,0.0532,-0.1128,0.98,-0.3662,-0.3052,0.4272,0,0
212.845,0.0513,-0.1118,0.9761,-0.2441,-0.4272,0.5493,0,0
212.85,0.0503,-0.1152,0.9751,-0.1221,-0.9155,0.7935,0,0
212.855,0.0498,-0.1162,0.9751,-0.1221,-1.3428,0.7935,0,0
212.86,0.0503,-0.1147,0.9731,0,-1.9531,1.0986,0,0
212.865,0.0566,-0.1157,0.9775,0.1221,-2.5024,1.0986,0,0
212.87,0.0601,-0.1138,0.9814,0.3052,-3.0518,1.0986,0,0
212.875,0.0625,-0.1123,0.9839,0.6104,-3.2349,0.8545,0,0
